B_r,B_t,B_n,flags,r,b,g,a,PVI
-51.953976,-2.420293,25.886623,0,0.9281160096666666,0.8221971488627451,0.765141349254902,1.0,1.2905884843276605
-53.777958,8.485886,17.427471,0,0.9193759889058823,0.8312727235294118,0.7828736304470588,1.0,1.1797244434752545
-54.0501,14.795746,11.537497,0,0.9193759889058823,0.8312727235294118,0.7828736304470588,1.0,0.5724871362881108
-50.34866,27.17172,2.6539073,0,0.9193759889058823,0.8312727235294118,0.7828736304470588,1.0,0.38528807379550545
-48.629234,30.651638,1.8986983,0,0.9226814526235294,0.8285681381176471,0.7770543897882353,1.0,0.4115797914991499
-48.808556,32.823727,-5.127165,0,0.9383263563333332,0.8089165520313726,0.741161515027451,1.0,0.5810792737964231
-47.178745,29.691498,-19.405176,0,0.9383263563333332,0.8089165520313726,0.741161515027451,1.0,0.36308908763543435
-45.148388,33.22587,7.4492064,0,0.9094595977529412,0.8393864797647058,0.8003313524235294,1.0,0.7209470350468655
-45.329613,40.257877,3.5881283,0,0.9509556129803922,0.7868750333333333,0.7047606828039216,1.0,0.8675786552537234
-43.29668,42.27847,-5.9459953,0,0.9527607176705882,0.7829647976,0.6986457713058823,1.0,0.8622964103936783
-33.600945,46.689594,-10.153552,0,0.9306685963333332,0.818876999654902,0.7591463906980392,1.0,0.4280750918355641
-43.093525,38.41155,-10.32217,0,0.933221183,0.8155568504470588,0.7531514321411764,1.0,0.09652581197798633
-37.239708,43.602432,-15.368223,0,0.940878943,0.8055964028235294,0.7351665564705883,1.0,0.40678711009035057
-24.606384,45.60582,-19.701431,0,0.8958817682941177,0.8499060565882353,0.8234990762941177,1.0,0.8168446393601516
-19.103195,50.395138,-24.306437,0,0.9383263563333332,0.8089165520313726,0.741161515027451,1.0,1.0289004535226176
-21.334026,52.154655,-18.104895,0,0.9383263563333332,0.8089165520313726,0.741161515027451,1.0,1.8184972699512432
-42.44647,41.261494,-8.361731,0,0.945540298909804,0.7986057405333333,0.7231054172980392,1.0,1.6932270271807195
-46.091774,39.43443,-4.2230883,0,0.9527607176705882,0.7829647976,0.6986457713058823,1.0,1.7591071753976961
-46.691837,36.4461,-1.9475302,0,0.940878943,0.8055964028235294,0.7351665564705883,1.0,1.7279512064036056
-44.340836,37.60775,0.3238526,0,0.9281160096666666,0.8221971488627451,0.765141349254902,1.0,1.5608512124071101
-47.522488,-0.9849321,11.657878,0,0.7913922856078431,0.8467502080784314,0.9366409266274508,1.0,0.4224747266494074
-56.221508,-11.955068,19.72739,0,0.9509556129803922,0.7868750333333333,0.7047606828039216,1.0,0.6256797859032686
-56.284405,-18.53214,21.253305,0,0.9637718182823528,0.7490855105725491,0.6494200432901962,1.0,1.178557005640362
-54.309868,-21.791498,20.834103,0,0.9605811984235294,0.7625010185254902,0.6679635471019607,1.0,1.4403717385533585
-58.67096,-15.624423,14.4370165,0,0.9616447383764706,0.7580291825411765,0.6617823791647058,1.0,1.179568023809126
-60.961624,5.0218844,7.1252766,0,0.9581760317411764,0.7712340904,0.6803010368117647,1.0,0.299658263128888
-59.38673,6.82162,7.1673627,0,0.9473454036,0.7946955048,0.7169905058,1.0,0.29941526503038823
-56.648643,18.63051,-0.31094444,0,0.9434315296666668,0.8022762536156862,0.7291715979137255,1.0,0.15063486738868448
-53.438484,25.15619,-2.6764174,0,0.9383263563333332,0.8089165520313726,0.741161515027451,1.0,0.151048488813999
-55.31226,24.054962,-1.8001785,0,0.949150508290196,0.7907852690666667,0.7108755943019608,1.0,0.20124052932712994
-58.724194,15.657149,8.237903,0,0.9563709270509804,0.7751443261333334,0.6864159483098039,1.0,0.7250389304774537
-59.208374,16.98096,3.1779528,0,0.9581760317411764,0.7712340904,0.6803010368117647,1.0,0.6740510485450858
-57.51354,15.363878,4.0181518,0,0.9434315296666668,0.8022762536156862,0.7291715979137255,1.0,0.7717079664257046
-55.86593,20.905565,-0.15341203,0,0.9434315296666668,0.8022762536156862,0.7291715979137255,1.0,0.5628046443105557
-55.68946,26.128294,-8.827795,0,0.9605811984235294,0.7625010185254902,0.6679635471019607,1.0,0.40125915781171706
-51.785442,29.885822,-12.930904,0,0.9545658223607844,0.7790545618666667,0.6925308598078431,1.0,0.2247252355200955
-49.027897,32.76027,-12.673627,0,0.949150508290196,0.7907852690666667,0.7108755943019608,1.0,0.13595163369472202
-48.266544,36.732002,-11.776181,0,0.9581760317411764,0.7712340904,0.6803010368117647,1.0,0.11726513503094127
-49.062027,36.595425,-11.491332,0,0.9605811984235294,0.7625010185254902,0.6679635471019607,1.0,0.19150398509025088
-48.339634,38.17151,-12.694209,0,0.9637718182823528,0.7490855105725491,0.6494200432901962,1.0,0.2845187307800057
-48.32429,37.0988,-14.696787,0,0.9627082783294116,0.7535573465568628,0.655601211227451,1.0,0.47963354331664293
-47.981083,37.528366,-13.531694,0,0.9616447383764706,0.7580291825411765,0.6617823791647058,1.0,0.5945490353747275
-47.088223,39.664833,-14.655004,0,0.964835358235294,0.7446136745882352,0.6432388753529412,1.0,0.4519516678074056
-47.084877,39.38768,-17.57737,0,0.9669624381411764,0.7356700026196078,0.6308765394784314,1.0,0.32102719163454163
-43.388447,42.815872,-20.53724,0,0.9678738483176472,0.7258469080941177,0.6184892347843137,1.0,0.120449404349771
-37.817173,46.625393,-24.92507,0,0.968862500364706,0.7108384838117647,0.5999005044313725,1.0,0.5348183667062244
-33.7059,48.547886,-25.558147,0,0.9678738483176472,0.7258469080941177,0.6184892347843137,1.0,0.3406657103819851
-35.217487,50.20789,-19.062517,0,0.9678738483176472,0.7258469080941177,0.6184892347843137,1.0,0.31918590420775883
-41.50632,46.915977,-10.564053,0,0.9658988981882352,0.7401418386039216,0.6370577074156862,1.0,0.5064896320950639
-42.25427,45.65112,-17.381502,0,0.968203399,0.7208441,0.6122929913333334,1.0,0.4298432600568919
-27.469645,55.756924,-11.150924,0,0.964835358235294,0.7446136745882352,0.6432388753529412,1.0,0.546596488763578
