B_r,B_t,B_n,flags,r,b,g,a,PVI
2.6433814,14.153023,27.001633,0,0.8353447113529412,0.8605139972941176,0.8989704099411765,1.0,1.6467210600584714
-0.9752936,3.9027743,26.183508,0,0.7388259949411764,0.8225716218235294,0.9682610638235294,1.0,0.7996818652304957
-8.084349,9.819412,25.027975,0,0.777377532854902,0.8409212149490196,0.9461493015921568,1.0,1.084618483720285
-20.522182,-7.721433,13.401295,0,0.7189852929803922,0.811992893745098,0.9776561613921568,1.0,0.7922071911650164
-27.803291,-13.562418,-0.05820052,0,0.8433581741921568,0.8618196540156863,0.8900171168901961,1.0,2.5046531176869626
-21.164927,-9.555525,18.051859,0,0.8093286703529411,0.8529739995529412,0.9223225884705882,1.0,1.0144153916401555
-15.37076,-4.8963537,25.499243,0,0.8267843164705883,0.8582053555372549,0.906952644627451,1.0,0.8601187276444876
-22.557833,-5.3270116,15.775384,0,0.777377532854902,0.8409212149490196,0.9461493015921568,1.0,1.1325122778356904
-13.810927,-3.5870209,28.155373,0,0.8553783684509804,0.8637781390980391,0.8765871773137255,1.0,1.98781133715755
13.209589,8.2266245,25.243532,0,0.8136925818823529,0.8542818385490196,0.918480102509804,1.0,2.839721249074842
-3.0941505,-2.1501348,26.850296,0,0.753610618,0.830232851,0.960871157,1.0,2.255993974386702
-21.79636,-12.759228,10.441533,0,0.7585388256862745,0.8327865940588235,0.9584078547254902,1.0,0.8912084203241839
-27.290773,-14.071566,-5.9727798,0,0.8513716370313725,0.8631253107372548,0.8810638238392158,1.0,0.5940562680648143
-27.904562,-10.946185,-10.690134,0,0.863391831290196,0.8650837958196078,0.8676338842627451,1.0,2.137900900419571
-28.620203,-8.187101,-14.458683,0,0.8877520159490196,0.8540404974980391,0.8346714722156863,1.0,1.9477091338509753
-30.778223,-8.146935,-11.4489155,0,0.9028486703176472,0.8447956505882352,0.8119698337411765,1.0,1.549802772964976
-31.966543,-8.014598,-4.6640887,0,0.8918168921215687,0.8519732770431372,0.829085274254902,1.0,0.573289948105354
-29.308908,-6.3035665,3.6672375,0,0.8267843164705883,0.8582053555372549,0.906952644627451,1.0,0.18041006615154337
-11.766151,2.421626,29.293634,0,0.8593850998705882,0.8644309674588235,0.8721105307882353,1.0,1.247085833861284
-13.438906,-2.1806154,23.288435,0,0.7486824103137254,0.8276791079411765,0.9633344592745098,1.0,0.6786336011273878
-20.869091,2.510317,17.862068,0,0.7680343643529411,0.8370352195294117,0.952488218235294,1.0,1.1166195625782438
-24.510248,1.0155505,-1.5987278,0,0.6881884831921569,0.7931783792980391,0.9880381043568628,1.0,0.5446204705244574
-26.407734,-8.732408,3.224951,0,0.777377532854902,0.8409212149490196,0.9461493015921568,1.0,1.2180069595174947
-26.39749,-5.406477,8.847274,0,0.7867207013568628,0.8448072103686275,0.9398103849490196,1.0,0.3752351537828933
-25.187815,-1.8505934,15.091403,0,0.8093286703529411,0.8529739995529412,0.9223225884705882,1.0,0.4395124881335847
-29.036327,-3.0157642,-3.5545645,0,0.8093286703529411,0.8529739995529412,0.9223225884705882,1.0,1.4089432386749157
-23.684107,4.736767,9.251004,0,0.724041371882353,0.8149103926470588,0.9756509706470587,1.0,1.4934405808577575
