B_r,B_t,B_n,flags,r,b,g,a,PVI
-93.91536,-2.0397868,39.745228,0,0.9268829799882352,0.5054215462901961,0.3948658777137255,1.0,
-94.78249,-6.207197,30.041698,0,0.9392537715176472,0.5395814885647059,0.4239002049294118,1.0,
-97.88932,-1.1497505,19.93219,0,0.9367796132117648,0.5327495001098039,0.4180933394862745,1.0,
-98.61623,0.44319034,18.094006,0,0.9367796132117648,0.5327495001098039,0.4180933394862745,1.0,
-97.21072,1.3944739,20.506947,0,0.9417279298235294,0.5464134770196079,0.429707070372549,1.0,
-97.808525,-3.2283483,26.957521,0,0.9293571382941176,0.512253534745098,0.4006727431568627,1.0,
-98.01402,14.771864,20.03465,0,0.9318312966,0.5190855232,0.4064796086,1.0,
-91.83696,-8.746621,37.49193,0,0.9392537715176472,0.5395814885647059,0.4239002049294118,1.0,
-96.11615,-4.3940043,29.007725,0,0.9343054549058823,0.525917511654902,0.4122864740431373,1.0,
-98.18274,-8.138529,28.251535,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
-88.47466,-7.8139577,54.922245,0,0.9120325752980392,0.469679582172549,0.3665649044588235,1.0,
-83.47237,-3.0083451,62.877827,0,0.9120325752980392,0.469679582172549,0.3665649044588235,1.0,
-74.9907,-2.3068326,55.82176,0,0.9615953930313724,0.6222470874705882,0.5015513500470589,1.0,
-79.27776,-23.43154,-41.03792,0,0.963806056435294,0.6341884145294118,0.5137208491529413,1.0,
-73.15005,0.1112982,73.05474,0,0.9182816725843136,0.4841734721803921,0.3777939250705882,1.0,
-60.88746,-11.209665,85.02092,0,0.9057834780117648,0.4551856921647059,0.3553358838470588,1.0,
-77.143906,-7.719573,69.34199,0,0.9151571239411764,0.4769265271764706,0.3721794147647059,1.0,
-77.00664,-2.450271,72.35418,0,0.9026589293686276,0.4479387471607843,0.3497213735411765,1.0,
-65.671776,15.003988,77.78671,0,0.921406221227451,0.4914204171843137,0.3834084353764705,1.0,
