B_r,B_t,B_n,flags,r,b,g,a,PVI
25.385347,-18.251095,4.5738688,0,0.951253794882353,0.5787993895882353,0.4594078057647059,1.0,
22.21105,-25.380667,2.5677197,0,0.8921375427882353,0.4253887370980392,0.3332892727607843,1.0,
19.16378,-26.662588,2.9437675,0,0.921406221227451,0.4914204171843137,0.3834084353764705,1.0,
18.698803,-22.907091,-0.33293536,0,0.9698511524117648,0.6958300595294117,0.5813117740784314,1.0,
26.41688,-1.3157191,-12.182453,0,0.9685329496823528,0.7158412919058823,0.6060967478823529,1.0,
27.174437,-3.3828073,-11.410506,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,
29.375237,-4.7122545,-9.529451,0,0.9582793979254902,0.604335096882353,0.4832971013882353,1.0,
30.001513,-6.102696,-6.99925,0,0.9548534056117648,0.5916223450078432,0.4713374634901961,1.0,
30.792463,-3.5911422,-5.08418,0,0.9548534056117648,0.5916223450078432,0.4713374634901961,1.0,
31.12473,-4.590892,-4.619473,0,0.9476541841529412,0.5659764341686274,0.4474781480392157,1.0,
30.501982,-1.4880395,-6.47433,0,0.9582793979254902,0.604335096882353,0.4832971013882353,1.0,
30.600887,-1.6249316,-5.5520034,0,0.9593847296274508,0.6103057604117648,0.4893818509411765,1.0,
30.722126,-3.0651836,-5.284959,0,0.9566532109764706,0.598033822717647,0.4773022923529412,1.0,
30.579588,-3.0537264,-6.1954494,0,0.9566532109764706,0.598033822717647,0.4773022923529412,1.0,
30.949854,-3.5428336,-3.8603768,0,0.9548534056117648,0.5916223450078432,0.4713374634901961,1.0,
30.268692,-4.35735,-5.002267,0,0.9604900613294116,0.6162764239411764,0.4954666004941176,1.0,
29.094013,-6.039178,-9.40977,0,0.9582793979254902,0.604335096882353,0.4832971013882353,1.0,
27.460331,-7.6518474,-12.834475,0,0.9566532109764706,0.598033822717647,0.4773022923529412,1.0,
26.933043,-8.268137,-13.302005,0,0.9582793979254902,0.604335096882353,0.4832971013882353,1.0,
25.9244,-8.432469,-14.807373,0,0.9604900613294116,0.6162764239411764,0.4954666004941176,1.0,
26.173313,-7.7554827,-14.255937,0,0.9627007247333332,0.628217751,0.5076360996,1.0,
27.211554,-6.8887,-12.876296,0,0.9615953930313724,0.6222470874705882,0.5015513500470589,1.0,
31.822136,-5.2113404,-6.2644234,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
29.649181,-5.382322,-10.136744,0,0.9476541841529412,0.5659764341686274,0.4474781480392157,1.0,
31.563864,-5.142665,-7.3636394,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
31.55277,-5.5651655,-8.641648,0,0.9151571239411764,0.4769265271764706,0.3721794147647059,1.0,
30.756315,-6.0833817,-9.544615,0,0.9268829799882352,0.5054215462901961,0.3948658777137255,1.0,
31.14112,-5.666585,-8.722747,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
30.748377,-5.3614397,-8.935286,0,0.9343054549058823,0.525917511654902,0.4122864740431373,1.0,
30.210546,-6.254033,-10.555167,0,0.9293571382941176,0.512253534745098,0.4006727431568627,1.0,
30.909893,-5.8409777,-9.373549,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
31.032707,-5.870596,-8.735227,0,0.9268829799882352,0.5054215462901961,0.3948658777137255,1.0,
31.466753,-4.779993,-8.69956,0,0.9182816725843136,0.4841734721803921,0.3777939250705882,1.0,
30.872526,-5.6964893,-8.766463,0,0.9293571382941176,0.512253534745098,0.4006727431568627,1.0,
31.359509,-6.1396084,-9.310954,0,0.9120325752980392,0.469679582172549,0.3665649044588235,1.0,
30.84296,-6.7873654,-8.944628,0,0.9244088216823528,0.4985895578352941,0.3890590122705882,1.0,
29.743044,-7.4522147,-10.705155,0,0.9343054549058823,0.525917511654902,0.4122864740431373,1.0,
29.59339,-7.6626177,-11.698313,0,0.9268829799882352,0.5054215462901961,0.3948658777137255,1.0,
29.413965,-7.2879753,-11.814095,0,0.9318312966,0.5190855232,0.4064796086,1.0,
