B_r,B_t,B_n,flags,r,b,g,a,PVI
-54.595913,6.5347457,-7.378357,0,0.9688941583333334,0.679479563427451,0.5628122911529412,1.0,0.45983392235587606
-53.568817,11.064366,-7.698319,0,0.969288569,0.6849817470823529,0.5689753262588235,1.0,0.2827771032393363
-49.59781,17.83289,-12.278187,0,0.9678738483176472,0.7258469080941177,0.6184892347843137,1.0,0.3412428379790672
-48.221016,18.175459,-17.296251,0,0.9685329496823528,0.7158412919058823,0.6060967478823529,1.0,0.6053242767256738
-51.523224,16.807915,-10.216729,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.3952422087311498
-53.322178,16.470987,-4.470898,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.2290908281222035
-53.443764,16.267302,-3.9485989,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.25642020881595085
-53.19147,17.391247,-5.436357,0,0.966922105,0.6519686451529412,0.5319971156235295,1.0,0.3778836223368061
-53.27011,16.480444,-4.639973,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.2946090433807029
-50.984184,18.225925,-1.3802642,0,0.968203399,0.7208441,0.6122929913333334,1.0,0.1929790388533414
-52.25951,16.907774,0.5972358,0,0.9698511524117648,0.6958300595294117,0.5813117740784314,1.0,0.1521757361303211
-52.202374,16.428764,1.7317711,0,0.9695216017294116,0.7008328676235294,0.5875080175294117,1.0,0.1530226305954279
-52.905384,16.772804,3.108488,0,0.9684997476666668,0.673977379772549,0.5566492560470588,1.0,0.018479810466085447
-52.713593,17.987686,1.8469704,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.15849858973834546
-53.10932,16.55474,2.0627038,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.28159237772522294
-53.4995,15.201002,3.329544,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.4951064120242456
-53.528435,14.8092375,4.5008597,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.2912318038872294
-52.552235,16.558353,3.0376058,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.2693027310418133
-51.278812,20.238447,-0.56185275,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.21898567462102
-51.227745,20.85226,-2.2724462,0,0.9688941583333334,0.679479563427451,0.5628122911529412,1.0,0.527065287271475
-50.612755,22.355444,-4.8324184,0,0.9684997476666668,0.673977379772549,0.5566492560470588,1.0,0.7826784032421897
-50.827705,20.587831,6.22067,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.4397721188553867
-50.45985,21.999887,4.8625326,0,0.969288569,0.6849817470823529,0.5689753262588235,1.0,0.542472291185403
-51.277237,19.630234,4.3682775,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.5083231585095742
-53.023605,14.492848,7.6914616,0,0.9684997476666668,0.673977379772549,0.5566492560470588,1.0,0.331111972754715
-52.47952,13.494617,10.439112,0,0.9696829796666666,0.6904839307372549,0.5751383613647059,1.0,0.23638774205820226
-52.75686,12.297449,11.423141,0,0.9688941583333334,0.679479563427451,0.5628122911529412,1.0,0.22382313582667954
-53.60933,11.293705,10.047552,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.6180815987299171
-53.369835,10.196478,10.66006,0,0.9688941583333334,0.679479563427451,0.5628122911529412,1.0,0.3499259816749567
-52.647568,11.018419,14.33992,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.4322143315338438
-53.203293,9.979147,14.423007,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.33934207459327875
-53.700165,7.3769503,12.246078,0,0.9684997476666668,0.673977379772549,0.5566492560470588,1.0,0.21579173977592278
-55.577072,-1.6517923,5.035467,0,0.9677109263333332,0.6629730124627451,0.5443231858352942,1.0,0.6598732147212669
-53.45405,4.616032,16.30451,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.21763643309863062
-52.89613,1.8885598,17.905098,0,0.9677109263333332,0.6629730124627451,0.5443231858352942,1.0,0.8447672123167286
-53.172894,2.602941,16.62416,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.6858650027690861
-53.353733,12.23525,11.757755,0,0.9673165156666668,0.6574708288078431,0.5381601507294118,1.0,0.21072832845803904
-53.19953,10.7404585,13.087822,0,0.9677109263333332,0.6629730124627451,0.5443231858352942,1.0,0.2503085143508303
-52.484562,8.246277,13.102263,0,0.9691920510470587,0.705835675717647,0.5937042609803921,1.0,0.22675446671043528
-50.97551,19.615234,10.884388,0,0.968105337,0.6684751961176472,0.5504862209411766,1.0,0.5622497454741778
-52.299988,16.703724,10.107589,0,0.9677109263333332,0.6629730124627451,0.5443231858352942,1.0,0.2721480139796847
