vp_r,vp_t,vp_n,np,wp
-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
268.61603,17.897781,-23.097979,153.95947,38.073154
275.0188,16.401012,-7.9626107,158.78972,38.818275
275.72382,29.888807,-13.651186,192.38268,50.26046
264.43912,32.909634,-5.3608456,129.05643,29.220383
279.1533,29.511787,-27.567717,200.64946,46.143715
293.79224,1.2409056,-41.933147,194.53775,43.128002
292.11942,39.366344,11.240677,181.96399,47.64743
273.17795,16.9357,-5.882738,193.28111,47.970905
283.76904,30.811182,-6.144171,184.6186,49.35106
276.03543,-3.979158,-7.2838283,210.97472,47.247753
283.5141,23.171034,-17.276957,185.27953,48.903008
281.72595,22.104486,32.38711,225.75772,54.79752
286.3718,30.930998,-7.2123165,166.60495,44.995266
285.90973,8.080754,-10.800194,179.56622,44.531197
281.74423,26.02204,-8.229912,201.38083,52.132847
275.96484,-49.14914,29.25882,340.52573,57.593006
270.33545,29.342731,-4.4193263,160.34909,44.52022
269.32574,-11.171886,-8.771165,176.71777,40.315178
271.26904,32.207165,5.7160053,161.4735,47.138992
279.7465,23.164783,-15.680454,174.05775,48.102848
273.30643,13.75208,-14.241051,169.1526,43.661064
266.93527,30.562197,-7.3742023,147.1586,42.44009
265.17908,24.13571,8.165234,163.51375,45.063786
263.61475,27.269512,-5.529539,153.95973,40.228157
264.43558,25.486506,4.9612,158.84067,42.563114
258.90698,28.374622,-2.84888,154.91608,38.05418
258.70755,40.55793,4.8907604,138.70866,33.661194
261.0577,24.096428,-19.704205,140.63602,30.812292
261.07132,26.310085,12.535821,134.55244,29.960217
261.93042,30.813194,14.373961,151.39313,33.428894
259.1517,26.964424,-6.4667864,127.309135,28.349936
266.971,30.585066,14.549428,150.56271,36.614174
265.5258,21.537931,-0.71501595,157.15323,42.21931
263.60602,28.007275,9.018251,147.77898,36.493702
271.48846,23.869328,1.5844116,139.98862,33.639996
263.18982,25.725927,11.524255,161.16078,39.952625
272.80237,38.43923,1.0366695,158.18304,42.071762
268.00244,23.630484,-8.259737,140.47641,32.262108
265.04187,25.276237,-5.493213,189.38148,49.516987
259.5599,35.08262,-1.1011668,134.96355,31.746323
261.91885,35.75132,-14.683852,174.03233,44.316772
261.98495,43.30402,-4.4263406,111.66258,24.042753
270.7526,47.051064,-4.7611895,108.99813,25.855873
271.78552,45.460266,-0.87055266,121.37399,29.520662
275.34216,38.34831,-14.753518,168.50957,46.256767
274.89627,42.25486,-3.6210127,164.10425,44.2467
270.1265,21.690338,7.4564533,184.52075,46.347702
283.7576,33.493103,3.6187956,160.10924,42.679493
279.0808,38.978,-8.066523,171.31071,43.455906
278.24774,46.13649,8.544111,188.35007,48.989777
280.68204,32.60482,1.6149094,193.0756,48.135212
279.1605,33.205185,3.3116212,170.14418,43.88932
273.08923,28.769058,-6.33625,176.71544,49.926487
