vp_r,vp_t,vp_n,np,wp
-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
329.59195,44.43824,28.311285,90.18373,70.00954
324.2455,31.766945,51.77665,118.81136,69.95551
326.176,30.984295,20.30422,114.194565,64.75972
329.86505,46.116837,14.179445,112.630066,69.443115
318.31885,38.65888,19.866812,107.29141,64.11733
343.2563,45.12817,11.785838,120.5756,69.559265
353.30753,53.65556,-26.537077,112.322914,67.06871
340.75464,39.996967,-30.552769,117.91957,69.35546
395.28445,60.297028,-29.601826,110.30765,66.69265
380.5094,53.240517,-12.808323,103.41911,62.689987
371.96683,65.52213,-11.074503,117.41896,73.02042
357.56894,61.571995,-10.022632,117.01607,71.96351
355.4239,48.398167,3.0204847,112.98418,67.31842
357.09406,48.825058,3.0041625,118.73763,71.03097
350.19476,53.83527,14.509153,115.741806,70.411644
332.78506,-24.537853,53.48753,108.75019,62.622852
321.70166,-2.3817844,35.709225,107.95475,59.431175
326.97025,-6.048874,44.52676,107.65587,66.03435
335.72818,-13.067795,31.059021,99.66278,57.056835
323.11984,4.486704,20.38475,110.38733,55.472397
313.11987,16.585936,10.09902,109.27182,60.44398
316.70898,29.068808,7.1794724,111.9339,55.414684
316.5793,36.132343,-5.1169415,120.48906,71.36686
314.6597,26.258814,23.120022,118.995056,63.712406
321.55704,41.172894,9.338209,111.62885,60.382965
325.60147,17.699589,18.56222,100.958786,52.387527
314.46994,29.817572,21.368647,107.30947,56.32095
307.681,26.924353,18.148096,118.59471,55.68324
314.0791,18.001364,-5.3475914,114.470116,61.82887
321.38046,23.023796,-6.101467,103.484924,55.9297
319.94067,31.025682,-16.352726,124.51492,61.282303
332.98917,43.19118,1.7191383,114.81168,59.01042
343.64944,47.463634,-13.5033655,115.031166,61.00555
340.40738,46.48583,-4.2819,118.059135,62.64685
344.44263,35.576065,-9.084614,116.841194,63.08077
339.24728,48.764915,-12.187042,117.60405,60.00095
330.23303,40.142075,-11.564169,124.27865,67.324844
342.22787,48.25923,-11.7396,123.21627,61.478416
343.3629,43.521255,-29.196728,105.61887,73.33841
359.0558,64.20092,-22.05225,127.26471,68.329636
367.2461,57.247395,-40.915848,118.04846,64.294556
371.68552,60.597996,-24.899351,128.22826,69.05788
366.108,66.13607,-9.618307,126.083725,64.2571
355.13934,60.742466,-5.4867907,125.615616,64.08829
350.15933,58.093018,-26.089521,129.4302,68.009605
383.73218,65.13071,-6.7727833,112.15055,58.805996
390.89706,58.53807,8.839015,124.549225,64.33632
364.02023,52.495716,-36.717373,118.2578,62.396
369.47946,60.170143,-21.893822,119.70136,62.961803
359.5048,55.84563,-17.643276,125.94746,66.243225
362.76694,50.121838,-2.2519565,114.930534,58.67825
368.96292,57.020718,-9.802107,112.121284,58.52743
372.18732,54.594124,-20.134007,114.66327,59.802197
353.13925,39.342564,-0.3468292,112.3374,56.512737
359.7908,53.766666,-7.6567316,116.06963,61.208374
436.26147,52.582092,-42.437294,97.496056,58.143112
362.5305,37.15668,-23.84459,106.747696,57.80715
354.2562,49.11473,-5.785371,104.27498,52.39089
347.58926,37.473732,-7.688937,100.43971,53.03571
357.80582,42.035683,-9.073661,108.498245,64.7225
331.5296,33.222973,7.273285,115.62507,66.6275
342.25232,24.52437,18.75209,104.10684,53.634926
347.36224,37.776176,0.11125549,109.66431,60.47898
350.24838,43.520763,4.025545,107.11383,56.60563
340.56122,29.93618,-15.931644,103.699005,58.271973
339.7972,37.747044,-1.0429155,110.40619,60.970734
352.69952,34.32247,-20.525328,105.03111,63.37121
355.69214,41.872974,-16.055355,109.566414,62.433918
357.68457,49.28923,-15.807592,121.23169,66.24706
371.6234,62.776424,-13.114385,119.87608,68.89859
355.6159,47.578285,-35.610073,125.81934,67.3607
348.6395,45.158554,-26.645603,110.752464,78.14165
357.35208,44.006485,0.14836246,120.65725,63.659195
352.12265,35.14986,-10.763104,107.58277,61.676678
338.65256,11.577229,18.736752,105.11065,54.3331
332.89346,3.4899745,7.6424446,107.474815,57.085457
342.59433,52.45217,-21.774654,135.02211,65.622505
362.1883,56.114216,-15.01937,128.3085,62.722446
384.2999,56.323875,-17.733885,126.94428,67.33311
372.9748,56.84683,-27.281433,133.37349,67.594955
412.8956,52.224648,-27.567303,128.64218,67.8426
391.22604,47.32448,-29.334507,124.6077,58.851696
390.6914,53.31521,-20.072153,122.241135,60.95924
396.40942,43.05151,-29.353949,135.90639,66.332275
365.50272,56.819824,-11.346269,142.91632,65.45068
375.31793,54.44069,-2.37186,141.2184,67.26307
414.03418,51.483295,-11.371452,130.68004,70.67324
400.09753,51.010975,-18.673363,122.09193,62.63499
358.80792,43.310383,-22.415009,142.4698,69.268295
358.87045,56.619404,-29.75201,121.216415,64.61658
350.94467,35.461613,5.7800317,118.03413,64.47553
358.78177,38.781197,-0.105001785,117.44531,66.636734
362.96555,43.852215,0.12784258,118.20994,68.05014
354.87695,37.667385,-7.8835025,124.47326,67.54462
376.20056,53.508152,-11.54095,134.81128,67.15019
377.1829,54.4039,-16.64292,139.76456,72.74244
403.56723,45.08416,-26.962454,127.35767,63.85099
388.769,44.121117,-28.261772,139.99431,74.201385
403.83615,51.1274,-21.804117,129.87473,67.61462
394.70004,47.0736,-17.591076,135.62186,72.03642
412.77078,39.7632,-32.200504,131.81921,70.34041
372.32733,33.116356,21.015947,139.2238,81.08681
356.03177,28.633665,7.449225,125.88916,70.09939
368.1795,29.05763,5.2799754,136.3372,76.778694
366.83527,25.75661,-13.358046,115.138016,81.7561
369.99786,36.695633,3.778204,132.62788,75.64983
352.3516,1.0930562,0.84410226,122.11925,66.286255
355.29544,12.703706,-30.775661,132.58366,70.54291
362.31342,-2.268328,-31.82543,158.6814,81.46316
354.0051,16.618238,-28.688974,151.9032,85.27051
360.06558,18.678072,-25.718477,141.3416,78.74028
357.5503,11.098414,-18.77979,143.736,73.96095
349.294,5.3885584,-13.427179,133.39806,69.150505
361.33337,16.35732,-24.773508,152.67844,79.09555
367.73026,36.916603,-19.569496,149.78152,79.56102
361.97498,28.796686,-5.2928066,144.50232,76.274994
366.29565,36.60901,27.575493,129.9334,76.01465
360.95706,22.872437,-3.2224991,145.61028,77.779015
338.6092,6.7947516,4.3295174,134.60461,67.90435
347.1751,-4.6126723,-0.47789395,153.33154,79.98962
355.93652,2.27648,0.5067382,146.14204,70.80833
344.75763,3.0787382,0.8260014,156.6177,76.35015
351.1402,0.3118947,-5.9136906,153.59528,69.94762
357.95093,13.244379,-2.871772,158.20334,74.34695
359.8859,31.560595,50.424137,153.58136,77.715614
363.50732,30.943853,46.690872,156.42384,73.01417
364.8143,36.710133,34.338005,149.57794,72.11512
364.14966,29.391537,45.27184,150.83096,72.484886
355.71268,37.60149,36.570095,152.67506,69.63959
378.33667,30.456991,59.772675,142.40605,71.32838
358.98862,40.69783,31.786352,148.27934,73.60019
335.70328,12.415605,-9.681036,141.05228,68.0229
368.89954,12.1528015,-56.250168,137.71422,71.8154
337.94345,14.174274,-9.482845,128.46985,68.16627
406.4349,55.32439,-15.095759,130.87569,69.310074
392.93106,50.079525,-22.551004,137.29288,74.3876
377.67023,50.361855,-24.385868,144.30087,75.95455
406.51782,30.60714,46.255955,128.2901,87.797455
414.97705,60.348133,18.761003,136.79463,82.3902
386.8429,58.073334,-5.6303964,150.46297,80.954216
378.74164,31.676968,-2.470185,152.70038,78.413025
361.01227,20.713102,-13.282829,139.81955,78.241714
367.42493,-20.303131,-52.453804,154.31415,79.785995
409.43274,57.047688,-3.0963914,143.04402,86.247765
388.81158,50.59322,-6.295145,146.78668,74.50163
390.29517,50.969067,27.268911,147.60085,78.859604
350.7724,13.717565,27.671165,125.55979,67.48691
395.50372,53.698868,-17.18476,142.84181,84.483696
354.91736,16.651882,14.385996,136.11629,74.52895
344.93704,5.1599193,48.01247,116.96127,62.158577
341.38577,-8.074027,28.865242,128.95894,71.93864
347.73224,-29.594482,37.70385,142.463,71.792786
364.0674,-29.991066,-84.90061,175.77983,82.16572
381.48105,0.7315377,-26.254429,143.62091,85.05401
425.39966,44.98734,-40.00644,131.08743,74.47546
378.81274,-7.7773046,20.043024,145.889,84.06619
338.5046,6.1246667,15.523676,116.43374,61.61001
353.00943,-22.223845,16.988554,135.35023,74.61817
340.19934,-17.207596,-16.041826,136.88628,75.9649
375.68826,-9.746526,40.502605,141.687,82.437195
370.49115,-46.561386,38.048992,151.56915,81.12003
394.62927,0.35618505,-15.683413,135.59395,90.41314
432.50702,46.515198,-14.854187,140.45088,89.25432
431.97858,43.569267,-24.770496,147.24185,86.07116
422.72766,45.23266,-18.959852,136.21288,84.20872
426.4535,32.27521,-36.615185,138.64279,88.16744
442.97104,50.22352,-11.493938,127.80814,78.57784
423.12213,51.119812,-8.177595,136.69498,87.412796
397.9091,50.502823,21.154648,136.4748,78.27887
393.15137,49.351185,20.934732,137.80391,72.74613
390.1182,34.010284,35.14197,137.06566,95.09165
423.74908,54.086124,11.146775,143.26926,84.87332
386.0683,35.207043,44.220894,144.22385,75.3022
373.66086,30.4584,51.978306,150.17462,76.03521
368.17432,22.191118,39.84165,154.609,77.27429
389.1953,37.467667,41.79393,140.99876,83.31408
390.46317,34.065075,43.78757,139.72052,74.96641
406.61118,39.240055,36.27812,132.38054,80.219215
392.62537,31.17844,39.021954,133.22133,74.42316
372.09933,24.648602,61.89096,146.86351,75.885414
373.99612,18.026447,62.296913,155.85345,77.82112
367.25726,16.066908,62.387215,155.16309,75.63456
367.00336,1.0566779,51.35931,151.78955,78.404
361.74014,22.44369,61.928425,161.76784,79.02864
402.725,20.74839,-32.88526,135.04008,74.91717
454.58542,41.21395,-36.04086,138.6823,92.62707
414.9294,36.81691,-38.546272,134.69351,79.89442
416.29428,38.099533,-30.058842,139.82625,79.72252
415.44305,50.22874,-3.1445627,126.86241,72.45393
399.2531,51.817463,-22.31796,134.26912,75.55366
345.4466,8.981924,12.149309,130.599,69.95437
352.41837,-2.1047454,32.44861,145.97235,75.58569
357.78516,-27.39409,49.02036,169.5554,79.208755
370.92728,-7.5628896,49.397774,151.4356,77.3383
375.68484,14.0888405,38.726887,142.22691,84.49256
365.52673,7.93907,61.145096,153.57854,74.40155
373.64078,44.56429,-0.21572323,141.53554,70.190575
364.1807,40.16606,14.621505,155.20445,77.41806
385.928,55.365883,11.304261,141.31868,72.02134
394.95526,53.12843,-7.8705196,136.23534,70.02253
390.12573,55.294624,-1.4369309,140.9792,72.9389
415.91064,50.4699,-16.104143,137.18806,74.21207
420.51007,49.023537,-9.968366,133.45412,73.74632
412.71017,31.352354,-3.2167425,130.75772,81.52547
418.1205,42.998817,-21.726603,131.96558,69.4105
402.88245,47.431736,-19.964478,141.97743,73.85796
349.7226,34.38671,22.333439,162.22496,76.03091
358.90945,16.266945,47.442,151.68747,78.639565
385.2862,52.019398,4.9467545,142.33987,72.38874
357.60217,-1.9786494,37.55002,155.47049,80.3425
354.18298,12.6927805,35.317287,150.8453,78.65134
356.78232,27.764484,19.695919,145.90973,77.1861
361.19394,18.596666,41.14874,149.04391,72.46747
369.36115,44.197247,33.703587,157.89238,78.34455
386.9441,58.33054,16.852976,148.49864,74.12287
355.88367,24.577105,25.889284,138.6593,68.69041
