vp_r,vp_t,vp_n,np,wp
-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
267.70212,28.055693,25.049631,134.45232,32.056786
254.75372,28.646559,-8.9134865,125.46579,34.379192
259.0876,36.22475,11.895287,110.34874,25.19708
259.5481,30.604698,15.6223755,131.79865,34.503704
264.42654,24.612562,5.774798,132.48848,34.93761
257.33908,35.298866,12.328885,111.97659,26.12113
246.38773,20.11911,6.1305614,143.41753,39.06303
249.97577,6.45433,18.916819,145.98668,37.326313
248.1532,20.582958,5.319152,146.51445,38.66617
249.89308,17.989622,8.873848,130.88426,35.507782
245.21376,-14.704272,12.854936,164.65445,40.405624
244.13997,4.6366343,13.026681,137.79471,32.11091
244.83194,35.065495,11.563775,132.80243,35.806404
241.13463,19.510656,19.679026,112.321495,23.798584
239.31839,18.75755,10.04107,121.37563,28.273827
243.37485,14.17642,9.941336,128.28949,30.132078
240.32524,18.360323,4.109895,99.19638,22.141695
241.57582,22.41547,-1.7805897,98.117775,22.325775
242.87718,3.745486,18.86462,94.63192,20.972046
242.28113,13.31029,10.720594,138.3247,34.4435
246.66049,18.628471,26.126009,123.81761,32.249577
243.06726,7.838034,28.426664,126.584435,27.505009
243.50899,25.077425,23.221533,103.82583,22.299726
251.39087,24.966043,14.746314,121.57894,33.28966
250.7065,12.739116,16.238972,128.11537,36.01704
248.5771,19.245604,16.864395,149.40628,39.277702
248.67012,25.992252,10.08505,141.52603,36.441063
249.15005,19.629774,29.465452,117.61149,30.72969
239.51816,30.63863,16.669765,116.442986,27.212603
240.33418,6.4609575,7.809387,79.06981,17.297228
241.90219,24.982578,11.916063,119.13943,33.602066
242.62207,37.51335,10.164111,119.66542,31.727007
239.34831,28.149208,16.734995,117.84706,31.792593
237.59346,22.26693,20.208189,119.95481,30.175304
239.42104,19.929605,11.58381,130.22069,31.50703
242.74504,6.797503,13.831281,125.80136,35.541447
240.80792,20.290173,16.766914,117.90864,29.7908
237.69908,16.946354,9.352286,120.64926,30.507008
243.36955,14.07878,6.3032804,120.32629,34.16002
236.07817,24.048296,17.808126,82.114235,18.216019
238.57115,28.48116,14.303862,110.266716,24.559114
243.4742,29.153358,11.325884,110.85923,26.039661
238.03888,17.563217,24.832436,97.745384,22.485897
241.89798,23.874317,19.927248,85.42003,19.664534
238.39757,29.103739,4.922999,97.8901,24.02596
237.87146,24.438238,13.732041,110.10289,27.932863
237.98732,13.8056965,28.75542,114.843254,23.820482
242.00456,12.725113,27.190996,97.35023,21.469158
239.78577,17.720705,15.100173,99.01777,22.538002
244.23158,20.525784,19.88104,131.36038,35.021515
238.08136,24.62546,6.8798103,130.49707,33.22231
237.692,24.79609,13.68801,103.69932,23.116673
236.09512,22.812983,15.284627,104.82614,24.906603
238.95657,19.548218,7.582805,93.3248,20.631691
239.17805,18.047855,25.053698,110.082924,26.994509
243.52948,33.948025,37.394253,126.67017,35.31823
239.81114,9.01806,25.219872,109.26452,24.072216
239.16563,15.49578,24.796196,97.63139,19.948631
242.06223,3.6526809,17.590557,134.23032,35.744858
237.5823,21.239054,29.74997,111.28137,24.832134
239.07597,22.538015,4.7033124,104.697945,25.727104
240.00983,16.032093,8.026748,114.17148,26.762894
242.0056,18.555784,18.872206,99.93884,20.891926
240.54504,38.565437,-2.1025772,104.43637,28.716318
237.2336,17.402395,12.901408,114.060165,27.039948
236.9684,22.976173,23.97629,106.3232,25.589895
235.58913,22.814777,11.4837885,95.23325,20.395447
237.82669,9.54698,10.337881,92.4776,21.406034
236.44139,23.625355,12.608501,104.023926,23.409925
237.35309,29.398779,14.010156,95.52172,21.958183
238.56427,15.464686,15.550436,104.7665,23.809551
245.84766,18.682373,9.954608,125.392395,34.284805
237.55452,13.569558,8.198597,95.15671,22.171492
237.39148,23.49133,10.935376,119.47482,24.636171
237.52156,17.871141,13.9281025,103.980316,22.026476
242.60439,23.281376,16.396914,92.65235,19.117617
244.12321,17.545118,6.2087884,131.94086,37.67912
247.11493,7.1842103,13.740697,130.15445,34.677692
238.54945,24.112667,13.282011,103.09169,22.679855
245.33414,22.638113,22.185398,113.67962,29.246672
242.44685,7.7111607,23.300314,120.551926,28.841185
242.74838,21.110243,22.898754,116.33633,28.154814
244.15738,28.00589,1.3901901,132.65062,34.57967
242.62102,8.283764,14.69793,131.94751,31.695507
238.04729,22.97636,7.168318,130.9005,30.582287
237.56302,21.81419,1.7687715,103.30423,23.012043
239.25838,9.575835,14.630967,100.92608,20.790388
243.83763,20.64528,7.157823,129.32777,33.332287
244.48795,14.00305,11.965795,132.63643,36.677597
240.1186,25.509197,7.7159867,98.681885,21.868132
