vp_r,vp_t,vp_n,np,wp
-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
325.726,42.005978,17.475565,123.65717,48.31436
323.53076,38.59493,16.155357,122.817085,47.69582
315.12262,26.087502,-7.4497094,133.00227,56.600616
314.94147,27.38505,14.729333,131.83954,51.451786
308.00443,11.167676,-11.495453,132.84763,44.073692
313.26456,51.866783,-2.0165968,142.1387,53.998974
314.61716,36.99567,26.065145,128.34053,50.758488
317.6484,44.158268,23.331062,138.36365,60.94821
321.14932,49.393353,13.072365,135.50911,54.524216
330.5643,42.89214,9.042435,129.65752,50.812508
314.8501,37.70616,11.6969385,139.02966,59.773518
317.9856,47.409355,13.624729,139.02281,56.84944
326.7123,45.0797,3.045255,135.73776,56.549507
342.9041,66.198654,-11.0162525,130.11037,56.31902
337.737,61.67207,-10.793139,137.49344,58.72375
322.15558,41.66499,4.758367,132.20374,51.575394
311.09335,27.969584,6.675749,148.17923,59.148098
314.06845,16.130602,13.051164,128.83513,55.688618
323.8102,27.169996,22.966051,122.27402,48.119846
317.5863,12.862613,11.020855,129.28285,53.330044
305.6336,18.401243,4.8785396,139.03629,50.49455
304.78604,22.50001,25.530064,153.90373,57.696007
315.28204,13.385644,19.735023,135.92123,58.503624
307.01483,32.125088,16.043894,140.1734,48.060837
303.19904,31.718466,18.276665,146.3152,50.43952
306.55508,26.796284,9.780168,140.9096,47.31526
313.70627,19.954702,19.79448,128.71986,47.874447
318.5015,32.697926,41.90309,137.8948,53.114204
329.49133,38.934143,59.40483,146.59883,55.748356
347.36258,48.586563,64.991295,147.19783,65.183334
364.5379,64.91486,83.99623,130.70883,67.09784
361.06146,72.42829,33.521152,149.40608,67.08525
345.71143,49.841244,64.410286,148.00426,62.268223
368.09436,81.72608,26.144642,152.48047,70.4521
309.65985,48.636173,29.466785,154.70366,55.418476
318.4372,56.08678,9.252131,157.52043,59.13549
330.45563,-15.574017,5.364909,158.72676,72.46471
322.1671,15.717328,57.964718,141.63892,60.66472
365.21234,71.70366,55.67026,144.48505,65.443054
319.48645,38.731827,35.33415,131.52888,46.553574
320.97397,35.659985,34.608677,138.87651,52.359726
339.24442,-17.36637,7.465007,132.13983,62.836845
317.72186,33.01507,-18.552906,149.98091,57.54484
341.206,-19.202671,-11.406236,154.98853,76.41354
378.72742,-19.12497,-14.006747,150.16922,84.23092
351.0419,-25.818579,-31.941576,149.15132,74.349236
326.7208,-3.7370374,11.252541,128.14395,53.597088
311.51358,10.813225,37.707813,144.68364,58.55283
319.8498,-3.0706458,22.042824,140.17334,57.98576
318.6239,22.82499,25.061144,134.94286,49.75121
320.49622,16.047968,11.225362,133.85803,48.32837
325.1657,24.365137,15.625547,126.60144,47.967976
316.10272,14.306643,-10.551011,143.34378,57.34844
311.20477,23.482998,10.256552,138.7732,58.277676
311.43848,22.32093,15.052192,145.04128,58.725765
318.43414,19.724422,18.267738,123.66443,46.966515
329.62964,2.8019233,-1.8524929,130.30565,65.99055
325.65637,13.3370495,-10.706188,131.44917,56.593792
346.35422,-21.815447,9.535671,125.73959,62.947563
312.44843,27.837671,37.283623,136.21646,47.964066
308.5892,13.050879,5.8779426,137.2341,47.840153
305.94638,34.613216,9.22788,137.47614,45.10135
310.11304,46.33016,8.897547,138.42668,45.787113
309.03088,16.798763,-3.3654633,107.84402,46.511753
307.8191,19.42036,-22.416597,142.2078,53.155872
326.0933,8.166415,17.114798,147.98586,56.764412
316.38202,15.78274,29.391924,143.2599,55.158855
320.5069,63.615868,1.4675797,158.8758,62.541416
307.70062,36.602364,25.723186,141.52228,49.972084
307.952,30.149685,12.668607,135.8898,45.877506
315.41153,38.869366,18.026152,147.06525,59.37278
407.02484,-6.876472,-2.3195748,123.44029,66.116585
346.4099,6.9919457,50.69145,147.132,67.54752
352.91943,-9.564578,39.352833,145.77249,75.297806
374.64365,6.781326,55.58057,127.27661,71.19437
376.55673,3.2320194,41.718304,127.0508,68.76274
425.6246,19.457016,48.931423,116.64924,72.93963
317.49762,12.683493,37.955524,146.32669,62.50132
319.31836,8.33382,37.563034,150.21576,63.52192
376.5242,-3.5980005,17.29433,145.31194,77.75212
333.73047,-10.557766,29.22733,162.94232,78.440895
310.93634,20.788586,37.909695,135.7289,53.722427
327.62277,-2.275774,-14.21851,139.22722,66.17173
308.90793,18.54921,23.799194,135.99365,49.016018
309.75955,7.2703505,-8.879084,142.58664,63.57511
317.39383,13.6308365,30.318287,119.11654,49.05887
313.70575,15.074346,42.5092,124.432625,51.896187
312.03033,23.337414,30.002607,133.12299,54.067513
303.34042,18.6303,22.384558,145.81915,56.367447
316.54013,30.8778,20.325384,123.21582,46.653416
323.48502,43.262703,32.676117,137.67987,60.54548
321.3902,43.533684,56.975494,148.9745,72.60002
317.51385,20.475414,29.268457,121.89415,49.55632
348.71835,8.543323,54.534645,122.965454,58.10603
365.74985,-6.6074395,40.30882,131.47794,73.96345
375.18158,-3.9378455,31.260275,133.4754,74.7935
369.82724,-10.389012,8.07909,113.04232,87.716194
359.04193,-8.354848,36.39273,136.2483,69.15467
363.86084,-10.344264,28.921581,140.32587,76.661674
342.567,-9.349615,31.802841,130.35762,59.86461
340.2173,-10.904016,31.205833,132.51779,62.840504
330.19476,-13.643675,22.16287,140.00023,64.42353
356.8031,-20.293581,32.593773,133.10521,67.61261
340.53018,-12.713649,17.173946,135.49965,60.28156
340.3478,-19.65717,18.13247,137.03038,66.64554
363.91248,-4.529918,38.13957,121.50412,68.0622
341.4515,-10.308667,9.346969,127.968414,58.55893
320.74106,-2.7017372,41.874657,134.0253,60.26105
343.21854,18.445827,65.167046,131.45033,62.484737
322.5088,-7.6158924,32.65446,128.2269,56.80258
328.49554,-12.829141,12.512762,138.47908,66.38262
361.77716,-30.34973,0.9949477,140.08665,80.51307
323.68115,-15.7698965,0.70988864,132.9853,61.259644
316.99432,19.779764,15.216927,124.51387,49.75242
316.1268,40.126217,-16.525566,133.79218,53.10114
327.35443,0.84210753,-1.2520294,117.078766,51.978577
343.79514,-2.3478723,39.24287,127.404495,62.2022
338.27975,-10.708138,40.81161,130.27194,65.91213
323.9325,-11.487877,29.397566,137.04375,63.972134
323.27283,25.69793,50.118015,134.96315,52.44732
333.78445,-7.6470733,34.81962,140.55255,64.74527
334.17105,12.993627,45.526012,126.64243,61.68184
330.55902,-28.737844,-3.8110313,133.82129,66.369316
319.4015,9.508085,-19.359583,138.90675,64.06962
325.2112,0.97430193,-8.007461,133.11801,63.083187
348.7445,-10.986855,-58.851723,138.77373,69.8318
322.69757,8.016219,-28.203672,132.35172,57.394985
343.63046,62.345387,-25.722557,136.19737,64.778206
340.17014,28.76479,-70.95745,142.81265,72.46137
339.00858,-16.676619,-34.306076,113.276535,78.30171
352.16797,-1.4175271,32.371796,129.41498,63.8703
353.20026,-24.120234,16.322857,125.55968,65.5345
316.78513,7.87412,-26.44323,139.16441,62.59639
318.59985,7.68553,4.823323,117.47774,48.17441
335.89026,16.56066,-53.71456,149.66266,71.36412
355.69965,28.911093,-69.4476,128.14572,65.09964
382.68024,40.836037,-75.074615,135.09315,70.011635
349.4103,-9.655769,-55.47589,133.91252,68.609116
318.74393,30.45052,49.099937,127.45884,47.684498
345.44086,-18.263433,14.7380905,139.6048,71.64466
344.25583,-13.671812,-0.46809098,128.14822,63.91071
327.67032,-22.813122,-15.097976,135.49852,69.12714
319.171,-3.4501092,-20.39269,124.76712,51.205303
338.3846,-6.22662,11.574717,137.51144,74.7044
344.61026,-3.431606,6.2442527,115.75278,62.69052
318.38202,-7.806362,-10.49997,133.72336,54.91376
335.68915,-19.610249,3.283436,142.40555,72.11956
346.42557,-6.1399775,-15.3595295,119.97742,57.469273
341.57788,-6.0086884,9.102806,127.232254,54.605892
340.06314,-14.179283,-5.2218795,122.29186,55.54205
324.29858,-5.3213835,13.233499,135.555,56.844975
334.80716,-1.8890768,19.9445,118.14999,55.745026
343.76285,4.775916,13.156063,137.18156,63.66752
345.7522,8.524252,31.00829,156.38046,69.59785
353.30673,12.9565935,16.899956,132.75851,62.56928
335.3407,8.927394,7.2541795,142.47289,72.1455
330.5443,27.242928,38.637074,134.13695,58.139545
347.64133,35.88398,18.344234,133.73952,59.070858
345.971,26.555996,-11.427093,122.72983,56.910557
331.14304,7.394467,-5.239163,129.98657,59.618366
317.0841,18.588116,-19.076096,141.89969,60.923653
321.4582,21.146702,-27.998829,131.77611,63.01437
323.50296,2.1030803,-48.370415,105.035805,56.5051
348.30173,60.28035,-34.70707,133.92258,58.88156
328.14047,11.205649,-50.280407,138.2253,62.212185
328.23706,42.413815,-41.55061,127.03591,52.21365
309.8103,17.675222,-11.702615,125.9634,44.539894
319.82153,41.56655,-25.325647,138.72508,57.79598
340.40842,54.74067,-43.93668,132.58679,60.02657
329.4102,34.872955,-56.185844,133.1517,60.924255
330.7357,35.145992,-57.711433,124.99328,56.394695
363.12857,59.34592,-51.148525,146.41724,73.535774
341.6542,24.046284,-59.761505,126.63906,56.283905
334.38693,3.0452492,-58.73529,146.97183,67.59662
369.9075,-35.27629,-18.80993,130.83255,71.204056
333.84402,-5.3069167,-19.150696,131.90555,60.368378
347.12027,6.4236946,-77.438065,140.7144,70.98975
354.16403,8.620951,-74.73388,137.70517,67.38344
334.0003,-14.659613,-26.559174,131.12099,55.82712
328.44272,-6.604163,-34.006985,135.88274,61.79292
340.05362,-11.497179,-44.799496,133.14728,64.241135
360.6057,-7.050449,-31.923841,139.28085,71.1338
365.6895,-17.526503,-23.50528,136.03197,71.47611
360.742,-19.234142,-31.963938,137.05234,69.450745
346.7828,-12.537531,-13.92712,135.65097,67.74467
348.80942,-20.784302,-3.2622428,156.2168,74.35454
344.86972,-10.727886,-8.187506,148.10674,77.06995
319.6505,17.932508,-29.464561,142.77895,63.532394
318.1865,-2.9766161,-28.72688,132.74765,57.582767
340.26907,-0.33266887,-66.25053,138.15677,69.46931
319.73242,48.33456,2.3427496,137.02948,62.50151
319.5965,35.77049,-11.277725,130.35754,56.780533
326.28537,29.709915,-39.734978,124.31473,51.38292
308.8929,2.6775002,-4.5423274,134.8,56.44697
346.77505,32.201122,-77.45633,165.31398,79.83816
319.62286,5.8333197,-35.591908,106.28735,53.613483
320.3514,-11.403386,-20.800997,129.9242,64.55064
332.86444,-15.72388,-6.442012,122.81734,59.957954
331.39377,-7.3773823,-6.543279,118.758446,54.474102
332.3107,-1.1353598,-9.6329775,118.22916,60.40143
317.615,17.802351,-11.211954,119.60231,45.697235
321.85602,-0.050882436,-1.6226151,125.790016,52.532158
367.9682,16.185085,-77.69529,137.55438,82.29019
342.47522,-11.248272,0.35150006,116.54932,64.349014
332.26788,-4.7036057,-7.2016087,121.36293,59.794373
331.4342,-9.375312,-13.684969,122.150925,60.418427
330.90155,-7.7793336,-44.115696,149.80128,71.2341
321.52826,-16.570097,-17.384066,131.35992,61.58651
335.50232,-28.883196,-17.501812,133.75052,70.810326
